Order ID,Date,Product,Category,Price,Quantity,Total Sales,Customer Name,Customer Location,Payment Method,Status
ORD2804,05-04-25,Smartwatch,Electronics,153,2,306,Sophia Harris,Chicago,PayPal,Completed
ORD2805,15-03-25,Refrigerator,Home Appliances,1204,1,1204,David Miller,Denver,Debit Card,Completed
ORD2806,21-04-25,Laptop,Electronics,793,5,3965,Isabella Doe,Los Angeles,Debit Card,Pending
ORD2807,29-04-25,Washing Machine,Home Appliances,626,1,626,Ethan Miller,Miami,Credit Card,Completed
ORD2808,02-02-25,Refrigerator,Home Appliances,1227,1,1227,Chris Smith,Houston,PayPal,Completed
ORD2809,13-04-25,T-Shirt,Clothing,20,4,80,Mia Clark,Denver,Debit Card,Cancelled
ORD2810,27-02-25,Book,Books,15,1,15,Olivia Johnson,New York,Credit Card,Pending
ORD2811,22-04-25,Washing Machine,Home Appliances,623,1,623,Noah Wilson,Chicago,Credit Card,Pending
ORD2812,05-02-25,Book,Books,15,2,30,Daniel Doe,Miami,PayPal,Pending
ORD2813,13-02-25,Book,Books,16,3,48,Jane Clark,Chicago,Gift Card,Cancelled
ORD2814,30-03-25,Laptop,Electronics,819,4,3276,Chris Garcia,Chicago,Gift Card,Completed
ORD2815,17-02-25,Book,Books,15,5,75,Mia Johnson,Houston,Gift Card,Completed
ORD2816,13-04-25,Jeans,Clothing,40,3,120,Daniel Doe,San Francisco,Credit Card,Completed
ORD2817,02-02-25,Smartwatch,Electronics,147,2,294,Isabella Harris,Los Angeles,Amazon Pay,Completed
ORD2818,28-02-25,Washing Machine,Home Appliances,628,3,1884,Noah Harris,New York,PayPal,Completed
ORD2819,23-02-25,T-Shirt,Clothing,20,3,60,Ava Smith,Chicago,Gift Card,Completed
ORD2820,22-04-25,Refrigerator,Home Appliances,1152,1,1152,Alex Clark,Boston,Credit Card,Completed
ORD2821,20-04-25,Laptop,Electronics,793,1,793,Jane Garcia,Chicago,PayPal,Pending
ORD2822,09-03-25,Smartwatch,Electronics,144,1,144,Emily Johnson,Houston,Amazon Pay,Completed
ORD2823,25-03-25,Washing Machine,Home Appliances,580,2,1160,Michael White,San Francisco,Credit Card,Pending
ORD2824,28-03-25,Book,Books,15,4,60,Ava Lee,Boston,Credit Card,Completed
ORD2825,20-03-25,Headphones,Electronics,102,1,102,Liam Miller,New York,PayPal,Pending
ORD2826,23-04-25,T-Shirt,Clothing,20,5,100,Noah Martinez,Seattle,Debit Card,Completed
ORD2827,25-03-25,Smartwatch,Electronics,147,5,735,Emma White,Chicago,Gift Card,Completed
ORD2828,13-02-25,Laptop,Electronics,768,2,1536,Emma Smith,Seattle,PayPal,Completed
ORD2829,19-03-25,Refrigerator,Home Appliances,1222,1,1222,Alex Smith,Boston,Amazon Pay,Completed
ORD2830,13-04-25,Jeans,Clothing,40,2,80,Isabella Martinez,Miami,Gift Card,Cancelled
ORD2831,10-04-25,Book,Books,14,3,42,Mia Garcia,Dallas,Credit Card,Pending
ORD2832,12-03-25,Book,Books,15,4,60,Jane Doe,Houston,Gift Card,Completed
ORD2833,15-03-25,Headphones,Electronics,98,4,392,Noah Harris,Dallas,Debit Card,Completed
ORD2834,15-02-25,Washing Machine,Home Appliances,589,1,589,Ava Harris,Boston,PayPal,Completed
ORD2835,29-03-25,Smartphone,Electronics,498,1,498,Alex Harris,Denver,Gift Card,Completed
ORD2836,02-04-25,Laptop,Electronics,830,2,1660,Daniel Anderson,Dallas,Gift Card,Completed
ORD2837,14-04-25,Headphones,Electronics,102,5,510,Michael Miller,Denver,Debit Card,Pending
ORD2838,09-02-25,Laptop,Electronics,783,5,3915,Noah Miller,Boston,PayPal,Completed
ORD2839,06-03-25,Jeans,Clothing,40,3,120,Emma Clark,San Francisco,PayPal,Completed
ORD2840,26-04-25,Washing Machine,Home Appliances,625,1,625,David White,Miami,Gift Card,Pending
ORD2841,06-02-25,Laptop,Electronics,780,5,3900,Isabella Lee,Houston,PayPal,Completed
ORD2842,18-02-25,Laptop,Electronics,770,4,3080,Isabella Wilson,Miami,Gift Card,Completed
ORD2843,27-04-25,Smartphone,Electronics,490,2,980,Mia Clark,Boston,PayPal,Completed
ORD2844,23-03-25,Book,Books,14,1,14,Ethan Garcia,Boston,Debit Card,Completed
ORD2845,03-02-25,Washing Machine,Home Appliances,629,1,629,Olivia Garcia,Boston,Amazon Pay,Completed
ORD2846,16-03-25,Refrigerator,Home Appliances,1196,1,1196,John Wilson,Los Angeles,Debit Card,Cancelled
ORD2847,15-03-25,Laptop,Electronics,802,1,802,David White,Denver,Debit Card,Pending
ORD2848,19-04-25,Smartphone,Electronics,503,1,503,Emily Taylor,San Francisco,Amazon Pay,Completed
ORD2849,17-04-25,Laptop,Electronics,763,1,763,David Lee,Seattle,Gift Card,Pending
ORD2850,02-02-25,Headphones,Electronics,103,5,515,Jane Martinez,Miami,Debit Card,Cancelled
ORD2851,02-02-25,Headphones,Electronics,99,1,99,John Clark,Los Angeles,Debit Card,Completed
ORD2852,24-02-25,Refrigerator,Home Appliances,1193,1,1193,Mia Doe,San Francisco,Amazon Pay,Completed
ORD2853,17-03-25,Smartwatch,Electronics,153,1,153,Daniel Doe,New York,Amazon Pay,Completed
ORD2854,14-03-25,T-Shirt,Clothing,20,4,80,Lucas Anderson,Houston,PayPal,Completed
ORD2855,11-02-25,Smartphone,Electronics,519,1,519,Sophia Clark,Dallas,Credit Card,Cancelled
ORD2856,18-04-25,T-Shirt,Clothing,21,3,63,Lucas Doe,Boston,PayPal,Completed
ORD2857,01-04-25,Headphones,Electronics,99,1,99,Daniel Miller,Los Angeles,Gift Card,Completed
ORD2858,26-04-25,Jeans,Clothing,39,5,195,Mia Harris,Dallas,PayPal,Cancelled
ORD2859,08-03-25,Running Shoes,Footwear,61,3,183,Ethan Taylor,Houston,Amazon Pay,Pending
ORD2860,05-03-25,Book,Books,16,1,16,Isabella White,New York,Amazon Pay,Completed
ORD2861,06-04-25,Smartwatch,Electronics,149,1,149,Michael Harris,Seattle,Debit Card,Pending
ORD2862,11-02-25,Running Shoes,Footwear,57,5,285,Sophia Brown,San Francisco,PayPal,Pending
ORD2863,25-02-25,Washing Machine,Home Appliances,610,1,610,David Johnson,Houston,Amazon Pay,Pending
ORD2864,04-03-25,Washing Machine,Home Appliances,615,1,615,John Clark,San Francisco,Credit Card,Pending
ORD2865,03-03-25,T-Shirt,Clothing,20,4,80,Liam Smith,Boston,Amazon Pay,Cancelled
ORD2866,23-03-25,Running Shoes,Footwear,61,3,183,Emma Wilson,Los Angeles,Credit Card,Pending
ORD2867,19-03-25,Refrigerator,Home Appliances,1231,4,4924,Isabella Smith,Boston,Credit Card,Completed
ORD2868,08-02-25,Book,Books,14,5,70,John Johnson,Los Angeles,Debit Card,Pending
ORD2869,13-04-25,Laptop,Electronics,793,1,793,Jane Lee,Denver,Debit Card,Pending
ORD2870,23-02-25,Smartphone,Electronics,508,1,508,Liam Doe,Los Angeles,PayPal,Cancelled
ORD2871,15-03-25,Washing Machine,Home Appliances,621,1,621,Alex White,Boston,Debit Card,Pending
ORD2872,14-03-25,Headphones,Electronics,97,1,97,Chris Brown,Dallas,Debit Card,Cancelled
ORD2873,16-04-25,Washing Machine,Home Appliances,577,1,577,Michael Martinez,Miami,Credit Card,Completed
ORD2874,21-02-25,Book,Books,15,3,45,Ava Miller,Chicago,PayPal,Completed
ORD2875,19-03-25,Book,Books,14,2,28,Olivia Miller,Boston,Amazon Pay,Cancelled
ORD2876,03-02-25,Smartwatch,Electronics,146,5,730,Chris Harris,Dallas,PayPal,Completed
ORD2877,11-03-25,Refrigerator,Home Appliances,1237,1,1237,Liam Lee,Chicago,PayPal,Pending
ORD2878,04-04-25,Running Shoes,Footwear,62,1,62,David Johnson,Los Angeles,Debit Card,Completed
ORD2879,21-04-25,Headphones,Electronics,105,3,315,Emma Doe,New York,PayPal,Completed
ORD2880,16-04-25,Running Shoes,Footwear,59,2,118,Alex Lee,Chicago,Debit Card,Pending
ORD2881,28-03-25,Running Shoes,Footwear,61,2,122,Daniel White,Boston,PayPal,Completed
ORD2882,07-04-25,Washing Machine,Home Appliances,628,2,1256,Daniel Miller,Denver,Debit Card,Pending
ORD2883,07-03-25,Smartwatch,Electronics,149,1,149,Lucas Anderson,Los Angeles,Credit Card,Cancelled
ORD2884,25-03-25,Washing Machine,Home Appliances,572,3,1716,Michael Garcia,Seattle,Credit Card,Pending
ORD2885,04-03-25,Jeans,Clothing,42,1,42,Jane Taylor,Miami,Credit Card,Pending
ORD2886,23-04-25,Headphones,Electronics,100,1,100,Jane Taylor,Chicago,Gift Card,Pending
ORD2887,24-04-25,Refrigerator,Home Appliances,1255,1,1255,David Garcia,Los Angeles,Debit Card,Pending
ORD2888,23-03-25,Washing Machine,Home Appliances,619,1,619,Emily Martinez,San Francisco,Gift Card,Completed
ORD2889,30-03-25,T-Shirt,Clothing,20,5,100,Alex Anderson,Chicago,Credit Card,Completed
ORD2890,05-03-25,Running Shoes,Footwear,62,1,62,Noah Martinez,Houston,Credit Card,Completed
ORD2891,31-03-25,Jeans,Clothing,41,5,205,Daniel Garcia,Boston,Amazon Pay,Completed
ORD2892,03-04-25,Book,Books,15,2,30,Alex Lee,Boston,Debit Card,Completed
ORD2893,28-04-25,Refrigerator,Home Appliances,1165,1,1165,Daniel Clark,San Francisco,Gift Card,Completed
ORD2894,14-02-25,Headphones,Electronics,99,2,198,John Anderson,Los Angeles,PayPal,Completed
ORD2895,09-03-25,T-Shirt,Clothing,20,3,60,Isabella Doe,Boston,Credit Card,Pending
ORD2896,05-02-25,T-Shirt,Clothing,19,1,19,Daniel Wilson,San Francisco,Debit Card,Completed
ORD2897,19-04-25,Jeans,Clothing,42,3,126,Daniel Lee,San Francisco,Credit Card,Completed
ORD2898,12-03-25,Jeans,Clothing,42,2,84,Ava White,Chicago,Amazon Pay,Pending
ORD2899,25-04-25,Running Shoes,Footwear,59,5,295,Chris Lee,Chicago,Gift Card,Pending
ORD2900,08-03-25,Washing Machine,Home Appliances,599,1,599,Olivia Smith,Miami,Credit Card,Completed
ORD2901,17-02-25,Jeans,Clothing,39,4,156,Jane Garcia,Los Angeles,Gift Card,Completed
ORD2902,21-04-25,T-Shirt,Clothing,20,5,100,Chris Lee,San Francisco,Debit Card,Completed
ORD2903,05-03-25,Smartwatch,Electronics,151,2,302,Daniel Smith,Seattle,Gift Card,Cancelled
ORD2904,01-03-25,Washing Machine,Home Appliances,591,2,1182,Olivia Taylor,Miami,Credit Card,Completed
ORD2905,28-03-25,Laptop,Electronics,824,3,2472,Mia Brown,Chicago,Credit Card,Completed
ORD2906,10-03-25,Headphones,Electronics,102,5,510,David Anderson,Chicago,Gift Card,Cancelled
ORD2907,22-04-25,Jeans,Clothing,38,2,76,Daniel Lee,Houston,Amazon Pay,Pending
ORD2908,15-04-25,Smartphone,Electronics,518,2,1036,Michael Wilson,Houston,Debit Card,Completed
ORD2909,23-02-25,T-Shirt,Clothing,20,3,60,Daniel Taylor,Seattle,Gift Card,Completed
ORD2910,10-02-25,Smartphone,Electronics,523,5,2615,Ava Johnson,Boston,Debit Card,Pending
ORD2911,15-03-25,Book,Books,15,5,75,Chris Garcia,San Francisco,PayPal,Completed
ORD2912,28-02-25,Smartphone,Electronics,507,1,507,Olivia Lee,Chicago,Debit Card,Cancelled
ORD2913,08-04-25,Jeans,Clothing,39,2,78,Jane Lee,Boston,Gift Card,Completed
ORD2914,10-02-25,Smartphone,Electronics,510,1,510,Jane White,Houston,Credit Card,Pending
ORD2915,29-04-25,Headphones,Electronics,104,1,104,Noah Lee,San Francisco,PayPal,Pending
ORD2916,28-04-25,Refrigerator,Home Appliances,1157,1,1157,Noah Brown,New York,PayPal,Completed
ORD2917,23-02-25,Washing Machine,Home Appliances,603,1,603,David Clark,Houston,Gift Card,Completed
ORD2918,18-04-25,T-Shirt,Clothing,20,5,100,Chris Doe,Miami,Amazon Pay,Pending
ORD2919,05-04-25,Book,Books,15,1,15,Olivia Brown,Miami,PayPal,Cancelled
ORD2920,19-03-25,Running Shoes,Footwear,61,3,183,Liam Miller,Boston,Debit Card,Completed
ORD2921,24-02-25,T-Shirt,Clothing,20,5,100,David Johnson,Boston,Credit Card,Completed
ORD2922,24-02-25,T-Shirt,Clothing,20,1,20,Emily Taylor,Los Angeles,Debit Card,Completed
ORD2923,28-03-25,Smartwatch,Electronics,148,1,148,Sophia Wilson,New York,Debit Card,Cancelled
ORD2924,10-03-25,Laptop,Electronics,779,1,779,Alex Taylor,Boston,Debit Card,Completed
ORD2925,17-02-25,Jeans,Clothing,41,1,41,Jane Miller,Miami,Debit Card,Completed
ORD2926,24-02-25,Laptop,Electronics,793,4,3172,Sophia Wilson,Chicago,Credit Card,Completed
ORD2927,12-02-25,Running Shoes,Footwear,62,2,124,Emma Garcia,Boston,Gift Card,Pending
ORD2928,25-04-25,Headphones,Electronics,104,2,208,Olivia Harris,Boston,Amazon Pay,Completed
ORD2929,07-03-25,Smartwatch,Electronics,144,2,288,David Doe,Denver,Credit Card,Completed
ORD2930,21-03-25,Headphones,Electronics,102,1,102,Lucas Martinez,New York,Credit Card,Completed
ORD2931,17-04-25,Book,Books,15,2,30,Daniel Miller,Boston,PayPal,Pending
ORD2932,06-02-25,T-Shirt,Clothing,20,4,80,Daniel Harris,Dallas,Amazon Pay,Pending
ORD2933,21-04-25,T-Shirt,Clothing,20,4,80,Daniel Wilson,New York,Amazon Pay,Completed
ORD2934,03-02-25,T-Shirt,Clothing,20,5,100,Jane Brown,Boston,Credit Card,Pending
ORD2935,02-04-25,T-Shirt,Clothing,20,2,40,Olivia Miller,Los Angeles,Gift Card,Completed
ORD2936,12-04-25,Jeans,Clothing,40,2,80,Chris Anderson,Seattle,Credit Card,Completed
ORD2937,01-03-25,Washing Machine,Home Appliances,625,1,625,Lucas Wilson,Miami,Gift Card,Completed
ORD2938,15-04-25,Headphones,Electronics,100,1,100,Daniel Johnson,New York,Debit Card,Completed
ORD2939,02-03-25,Laptop,Electronics,815,1,815,Jane Harris,Miami,PayPal,Completed
ORD2940,10-02-25,Washing Machine,Home Appliances,592,1,592,Liam Anderson,Dallas,PayPal,Pending
ORD2941,28-04-25,T-Shirt,Clothing,20,2,40,Emily White,Houston,Amazon Pay,Completed
ORD2942,28-03-25,Washing Machine,Home Appliances,622,1,622,Alex Lee,New York,Amazon Pay,Cancelled
ORD2943,01-02-25,Smartphone,Electronics,488,1,488,Daniel Johnson,Boston,Amazon Pay,Pending
ORD2944,01-04-25,Smartphone,Electronics,476,1,476,John White,Seattle,Gift Card,Completed
ORD2945,15-02-25,Jeans,Clothing,41,5,205,Chris Anderson,New York,Debit Card,Pending
ORD2946,13-03-25,Book,Books,15,4,60,Mia Miller,Chicago,Gift Card,Cancelled
ORD2947,03-03-25,Smartwatch,Electronics,157,3,471,John Clark,Dallas,Gift Card,Completed
ORD2948,20-04-25,Laptop,Electronics,808,3,2424,Noah Doe,Seattle,Amazon Pay,Pending
ORD2949,02-04-25,Book,Books,15,1,15,Daniel White,Los Angeles,PayPal,Completed
ORD2950,22-02-25,Book,Books,15,2,30,Emma White,Miami,Debit Card,Completed
ORD2951,28-04-25,Washing Machine,Home Appliances,581,1,581,Ava Anderson,Los Angeles,Credit Card,Completed
ORD2952,03-02-25,T-Shirt,Clothing,20,4,80,Daniel Anderson,Seattle,Credit Card,Cancelled
ORD2953,08-02-25,Jeans,Clothing,40,1,40,Ethan Miller,Los Angeles,Debit Card,Completed
ORD2954,19-04-25,Book,Books,15,1,15,John Miller,Boston,Debit Card,Completed
ORD2955,22-02-25,Refrigerator,Home Appliances,1209,1,1209,John White,Chicago,Credit Card,Completed
ORD2956,28-02-25,Running Shoes,Footwear,57,2,114,Liam Brown,New York,PayPal,Cancelled
ORD2957,16-04-25,Headphones,Electronics,100,1,100,Isabella Miller,Denver,Debit Card,Completed
ORD2958,21-02-25,Refrigerator,Home Appliances,1183,1,1183,Liam Johnson,Chicago,Amazon Pay,Completed
ORD2959,26-04-25,Smartphone,Electronics,475,3,1425,Emma Smith,Dallas,Credit Card,Completed
ORD2960,26-02-25,Running Shoes,Footwear,61,5,305,Jane Doe,Seattle,Amazon Pay,Pending
ORD2961,10-04-25,Smartphone,Electronics,477,1,477,Jane White,Miami,PayPal,Cancelled
ORD2962,25-02-25,Washing Machine,Home Appliances,602,1,602,Jane Anderson,Houston,Debit Card,Pending
ORD2963,28-02-25,Refrigerator,Home Appliances,1239,1,1239,Ava Miller,Houston,Debit Card,Completed
ORD2964,10-02-25,Jeans,Clothing,41,2,82,David Johnson,Seattle,Credit Card,Pending
ORD2965,11-04-25,T-Shirt,Clothing,20,1,20,Chris Wilson,Denver,PayPal,Completed
ORD2966,18-02-25,Refrigerator,Home Appliances,1220,1,1220,Liam Harris,Chicago,Gift Card,Pending
ORD2967,26-02-25,Smartwatch,Electronics,144,1,144,Ethan Lee,Miami,Debit Card,Completed
ORD2968,15-02-25,Book,Books,15,4,60,Emma Harris,Miami,PayPal,Completed
ORD2969,24-02-25,Jeans,Clothing,38,3,114,Chris Garcia,Chicago,Debit Card,Cancelled
ORD2970,03-03-25,Book,Books,15,5,75,Mia Anderson,Miami,Credit Card,Completed
ORD2971,21-03-25,Headphones,Electronics,96,3,288,Lucas Miller,New York,Debit Card,Completed
ORD2972,21-04-25,Smartwatch,Electronics,153,2,306,Olivia Johnson,Miami,Gift Card,Completed
ORD2973,30-03-25,Book,Books,15,5,75,Isabella Johnson,Seattle,Debit Card,Pending
ORD2974,08-04-25,Smartwatch,Electronics,143,1,143,Emily Johnson,Denver,PayPal,Cancelled
ORD2975,11-03-25,T-Shirt,Clothing,20,5,100,Isabella Miller,Miami,Amazon Pay,Completed
ORD2976,24-03-25,Smartphone,Electronics,516,2,1032,David Garcia,Boston,Debit Card,Completed
ORD2977,27-02-25,Washing Machine,Home Appliances,605,1,605,David Wilson,Dallas,Debit Card,Completed
ORD2978,23-04-25,Book,Books,15,5,75,Mia Wilson,Los Angeles,Amazon Pay,Completed
ORD2979,12-02-25,T-Shirt,Clothing,20,4,80,Olivia Anderson,Seattle,Credit Card,Pending
ORD2980,20-03-25,Washing Machine,Home Appliances,623,1,623,Sophia Doe,Chicago,Credit Card,Cancelled
ORD2981,11-03-25,Smartwatch,Electronics,154,1,154,Mia Smith,Boston,Amazon Pay,Pending
ORD2982,07-02-25,Refrigerator,Home Appliances,1209,1,1209,Michael Clark,Seattle,Gift Card,Completed
ORD2983,11-04-25,Book,Books,16,1,16,Mia Anderson,Boston,Gift Card,Completed
ORD2984,21-03-25,Running Shoes,Footwear,60,4,240,Emma Lee,Chicago,Debit Card,Pending
ORD2985,19-04-25,Running Shoes,Footwear,58,5,290,Sophia Smith,Seattle,Credit Card,Completed
ORD2986,28-04-25,Book,Books,14,3,42,Daniel Martinez,San Francisco,Credit Card,Completed
ORD2987,16-04-25,Smartwatch,Electronics,143,1,143,Michael Anderson,Chicago,Debit Card,Pending
ORD2988,22-02-25,Washing Machine,Home Appliances,619,1,619,Alex Lee,Miami,PayPal,Completed
ORD2989,05-04-25,Smartphone,Electronics,503,2,1006,Ethan Martinez,Los Angeles,Amazon Pay,Pending
ORD2990,07-03-25,Laptop,Electronics,765,3,2295,Olivia Clark,Seattle,Gift Card,Pending
ORD2991,26-02-25,Washing Machine,Home Appliances,615,1,615,Olivia Taylor,Seattle,Credit Card,Completed
ORD2992,21-04-25,Running Shoes,Footwear,63,5,315,Ava Doe,Dallas,Gift Card,Completed
ORD2993,05-02-25,Running Shoes,Footwear,59,5,295,Ava Martinez,Dallas,Amazon Pay,Completed
ORD2994,28-02-25,Jeans,Clothing,39,4,156,Mia Brown,Seattle,Amazon Pay,Cancelled
ORD2995,17-03-25,Headphones,Electronics,104,5,520,Ava Harris,San Francisco,Debit Card,Completed
ORD2996,19-03-25,Headphones,Electronics,101,1,101,Noah Martinez,Denver,Credit Card,Completed
ORD2997,11-02-25,Washing Machine,Home Appliances,595,1,595,Daniel Martinez,Miami,Credit Card,Completed
ORD2998,11-03-25,Refrigerator,Home Appliances,1245,1,1245,Ava Garcia,Los Angeles,Gift Card,Completed
ORD2999,27-04-25,Running Shoes,Footwear,62,4,248,Sophia Harris,Seattle,Debit Card,Completed
ORD3000,26-04-25,Smartwatch,Electronics,150,1,150,Olivia Smith,Miami,PayPal,Completed
ORD3001,16-04-25,Washing Machine,Home Appliances,614,2,1228,Noah Anderson,Houston,Debit Card,Completed
ORD3002,03-02-25,Jeans,Clothing,39,4,156,Ava Johnson,Houston,PayPal,Completed
ORD3003,11-02-25,Running Shoes,Footwear,59,2,118,Ava Brown,San Francisco,Amazon Pay,Pending
ORD3004,21-02-25,Jeans,Clothing,38,1,38,Daniel Johnson,Los Angeles,Credit Card,Completed
ORD3005,15-03-25,Running Shoes,Footwear,60,2,120,Daniel Taylor,Houston,PayPal,Cancelled
ORD3006,26-03-25,Refrigerator,Home Appliances,1192,1,1192,John Johnson,Miami,Credit Card,Completed
ORD3007,23-03-25,T-Shirt,Clothing,21,2,42,Daniel White,Los Angeles,Gift Card,Completed
ORD3008,30-03-25,T-Shirt,Clothing,20,2,40,Sophia Wilson,Miami,Credit Card,Completed
ORD3009,14-04-25,Smartphone,Electronics,502,1,502,Alex Anderson,San Francisco,PayPal,Completed
ORD3010,18-03-25,Refrigerator,Home Appliances,1201,1,1201,Chris Garcia,Denver,Amazon Pay,Completed
ORD3011,08-03-25,Running Shoes,Footwear,63,5,315,Daniel Martinez,Los Angeles,Credit Card,Pending
ORD3012,15-03-25,Refrigerator,Home Appliances,1219,1,1219,Ethan White,Denver,Amazon Pay,Completed
ORD3013,06-04-25,Headphones,Electronics,97,4,388,Michael Wilson,Seattle,PayPal,Completed
ORD3014,09-02-25,Headphones,Electronics,96,2,192,Chris Anderson,Boston,Debit Card,Pending
ORD3015,22-04-25,Smartwatch,Electronics,148,2,296,Ethan Doe,Boston,PayPal,Completed
ORD3016,27-03-25,Smartwatch,Electronics,152,5,760,Jane Doe,New York,PayPal,Completed
ORD3017,07-04-25,Book,Books,16,4,64,Michael Johnson,Los Angeles,Amazon Pay,Pending
ORD3018,08-03-25,Washing Machine,Home Appliances,587,3,1761,Chris Martinez,Denver,Amazon Pay,Completed
ORD3019,24-04-25,Running Shoes,Footwear,61,5,305,Chris Martinez,Los Angeles,Amazon Pay,Pending
ORD3020,05-04-25,Refrigerator,Home Appliances,1176,1,1176,Alex Smith,Chicago,Debit Card,Cancelled
ORD3021,22-03-25,Laptop,Electronics,774,1,774,Liam Johnson,Los Angeles,Debit Card,Completed
ORD3022,14-03-25,Book,Books,15,4,60,Daniel Martinez,Chicago,Credit Card,Completed
ORD3023,05-04-25,Headphones,Electronics,104,1,104,Michael Miller,Seattle,Amazon Pay,Completed
ORD3024,20-04-25,Book,Books,15,3,45,Olivia Harris,Los Angeles,Debit Card,Completed
ORD3025,03-02-25,Jeans,Clothing,40,3,120,Ava Garcia,Denver,Gift Card,Pending
ORD3026,11-03-25,Book,Books,15,2,30,Chris Miller,Boston,Credit Card,Completed
ORD3027,12-02-25,Jeans,Clothing,39,3,117,David Harris,Seattle,Gift Card,Completed
ORD3028,25-03-25,Refrigerator,Home Appliances,1252,1,1252,Olivia Miller,Dallas,Credit Card,Completed
ORD3029,27-04-25,T-Shirt,Clothing,19,1,19,Noah Miller,Chicago,PayPal,Completed
ORD3030,18-02-25,Laptop,Electronics,780,2,1560,Emily Wilson,Denver,Gift Card,Completed
ORD3031,10-03-25,T-Shirt,Clothing,20,4,80,Daniel Anderson,Denver,PayPal,Pending
ORD3032,15-03-25,Headphones,Electronics,101,3,303,Isabella Doe,New York,PayPal,Completed
ORD3033,13-03-25,T-Shirt,Clothing,21,5,105,Ava Doe,Los Angeles,Amazon Pay,Completed
ORD3034,26-03-25,Smartwatch,Electronics,156,5,780,Chris Anderson,Chicago,Credit Card,Completed
ORD3035,26-04-25,Headphones,Electronics,99,1,99,David Harris,San Francisco,Credit Card,Cancelled
ORD3036,16-04-25,Headphones,Electronics,100,2,200,David Johnson,Chicago,Credit Card,Cancelled
ORD3037,23-02-25,Laptop,Electronics,821,3,2463,John Garcia,Boston,Credit Card,Completed
ORD3038,01-02-25,Book,Books,14,4,56,Sophia Taylor,Boston,Amazon Pay,Completed
ORD3039,22-03-25,T-Shirt,Clothing,20,1,20,David Taylor,Denver,Debit Card,Completed
ORD3040,28-04-25,Smartphone,Electronics,504,5,2520,John Doe,Seattle,Gift Card,Completed
ORD3041,16-02-25,Smartphone,Electronics,508,1,508,John Garcia,Los Angeles,PayPal,Completed
ORD3042,17-03-25,Smartwatch,Electronics,150,5,750,Isabella Johnson,New York,Credit Card,Pending
ORD3043,11-02-25,Running Shoes,Footwear,58,5,290,Alex Smith,San Francisco,Amazon Pay,Completed
ORD3044,31-03-25,Washing Machine,Home Appliances,628,1,628,Daniel Miller,Boston,Debit Card,Pending
ORD3045,25-02-25,Headphones,Electronics,100,1,100,Mia Garcia,Boston,PayPal,Completed
ORD3046,12-03-25,Smartphone,Electronics,500,1,500,Isabella Miller,Chicago,Amazon Pay,Pending
ORD3047,03-02-25,Smartwatch,Electronics,151,1,151,Daniel Wilson,New York,Gift Card,Completed
ORD3048,14-03-25,T-Shirt,Clothing,20,2,40,Noah Doe,Los Angeles,Amazon Pay,Pending
ORD3049,18-03-25,Washing Machine,Home Appliances,606,1,606,Emma Anderson,New York,Debit Card,Cancelled
ORD3050,11-03-25,Running Shoes,Footwear,60,5,300,Noah Smith,San Francisco,Amazon Pay,Completed
ORD3051,20-03-25,Headphones,Electronics,99,1,99,Daniel Smith,Seattle,Debit Card,Pending
ORD3052,13-02-25,Washing Machine,Home Appliances,582,1,582,Mia Clark,Houston,PayPal,Completed
ORD3053,28-03-25,Smartwatch,Electronics,150,2,300,John Brown,Chicago,Amazon Pay,Pending
ORD3054,01-02-25,Running Shoes,Footwear,59,4,236,Isabella Harris,Houston,Debit Card,Cancelled
ORD3055,03-04-25,Refrigerator,Home Appliances,1224,2,2448,Ethan Wilson,San Francisco,PayPal,Pending
ORD3056,23-04-25,Washing Machine,Home Appliances,618,5,3090,Ava Taylor,Miami,PayPal,Completed
ORD3057,17-03-25,Washing Machine,Home Appliances,619,1,619,Ava Miller,Dallas,Gift Card,Pending
ORD3058,12-03-25,Refrigerator,Home Appliances,1197,1,1197,Liam Harris,New York,Credit Card,Pending
ORD3059,06-02-25,Refrigerator,Home Appliances,1169,2,2338,Michael White,Los Angeles,Gift Card,Cancelled
ORD3060,13-02-25,Running Shoes,Footwear,58,3,174,Lucas Miller,Seattle,Amazon Pay,Pending
ORD3061,22-03-25,Refrigerator,Home Appliances,1201,1,1201,Liam Martinez,Miami,Debit Card,Pending
ORD3062,22-02-25,Refrigerator,Home Appliances,1251,1,1251,Emma Clark,Houston,Debit Card,Cancelled
ORD3063,13-02-25,T-Shirt,Clothing,21,3,63,Daniel Clark,San Francisco,Debit Card,Cancelled
ORD3064,08-02-25,Washing Machine,Home Appliances,613,5,3065,Liam Garcia,Los Angeles,Gift Card,Pending
ORD3065,12-02-25,Laptop,Electronics,783,1,783,Ava Miller,San Francisco,Credit Card,Completed
ORD3066,30-04-25,Washing Machine,Home Appliances,580,1,580,Michael White,San Francisco,Amazon Pay,Pending
ORD3067,24-03-25,Laptop,Electronics,832,1,832,Alex Miller,Denver,Credit Card,Completed
ORD3068,19-04-25,Smartphone,Electronics,514,1,514,Alex Miller,Boston,Amazon Pay,Completed
ORD3069,20-04-25,Smartphone,Electronics,501,1,501,Emily Miller,Seattle,PayPal,Pending
ORD3070,16-02-25,Smartphone,Electronics,487,3,1461,Emma Clark,Dallas,PayPal,Completed
ORD3071,22-03-25,Washing Machine,Home Appliances,593,1,593,Alex Garcia,Houston,Credit Card,Cancelled
